Numero da Venda;Data da Venda;Data do Envio;ID Canal;ID Loja;ID Produto;ID Promocao;ID Cliente;Quantidade Vendida;Quantidade Devolvida
978552;31/12/2017;01/01/2018;1;191;683;4;6865;13;0
978553;31/12/2017;07/01/2018;7;115;202;4;27175;13;0
978554;31/12/2017;08/01/2018;8;71;1001;4;29861;13;0
978555;31/12/2017;02/01/2018;2;115;864;4;5153;13;0
978556;31/12/2017;08/01/2018;8;53;1558;4;27151;13;0
978557;31/12/2017;01/01/2018;1;9;1416;4;14894;13;0
978558;31/12/2017;31/12/2017;0;79;234;4;9892;13;0
978559;31/12/2017;07/01/2018;7;22;1324;4;7951;13;0
978560;31/12/2017;31/12/2017;0;166;1096;4;22115;13;0
978561;31/12/2017;05/01/2018;5;34;1397;4;21448;13;0
978562;31/12/2017;08/01/2018;8;58;1108;4;11061;13;0
978563;31/12/2017;31/12/2017;0;21;468;4;9382;13;0
978564;31/12/2017;07/01/2018;7;180;1646;4;31264;13;0
978565;31/12/2017;31/12/2017;0;131;1577;4;21536;13;0
978566;31/12/2017;07/01/2018;7;127;1579;4;8586;13;0
978567;31/12/2017;06/01/2018;6;36;1545;4;23269;13;0
978568;31/12/2017;31/12/2017;0;88;1339;4;21254;13;0
978569;31/12/2017;03/01/2018;3;126;637;4;4999;13;0
978570;31/12/2017;01/01/2018;1;24;863;4;11319;13;0
978571;31/12/2017;09/01/2018;9;185;810;4;25456;13;0
978572;31/12/2017;31/12/2017;0;86;568;4;7523;13;0
978573;31/12/2017;04/01/2018;4;47;1359;4;17668;13;0
978574;31/12/2017;31/12/2017;0;86;687;4;30023;13;0
978575;31/12/2017;08/01/2018;8;3;1048;4;17744;13;0
978576;31/12/2017;31/12/2017;0;43;1305;4;13085;13;0
978577;31/12/2017;08/01/2018;8;187;271;4;22739;13;0
978578;31/12/2017;09/01/2018;9;127;1173;4;28439;13;0
978579;31/12/2017;04/01/2018;4;97;726;4;8301;13;0
978580;31/12/2017;05/01/2018;5;23;1124;4;28855;13;0
978581;31/12/2017;09/01/2018;9;87;218;4;18663;13;0
978582;31/12/2017;02/01/2018;2;6;680;4;17488;13;0
978583;31/12/2017;06/01/2018;6;152;971;4;24022;13;0
978584;31/12/2017;08/01/2018;8;168;280;4;19091;13;0
978585;31/12/2017;04/01/2018;4;13;993;4;11602;13;0
978586;31/12/2017;03/01/2018;3;11;169;4;22780;13;0
978587;31/12/2017;31/12/2017;0;138;730;4;2076;13;0
978588;31/12/2017;05/01/2018;5;191;653;4;18736;13;0
978589;31/12/2017;31/12/2017;0;22;1061;4;20315;13;0
978590;31/12/2017;31/12/2017;0;71;1227;4;11510;13;0
978591;31/12/2017;31/12/2017;0;188;1125;4;8825;13;0
978592;31/12/2017;05/01/2018;5;289;675;4;22518;13;0
978593;31/12/2017;02/01/2018;2;22;1088;4;12807;13;0
978594;31/12/2017;01/01/2018;1;86;992;4;21952;13;0
978595;31/12/2017;07/01/2018;7;110;1193;4;23355;13;0
978596;31/12/2017;31/12/2017;0;172;251;4;32426;13;0
978597;31/12/2017;31/12/2017;0;20;404;4;23967;13;0
978598;31/12/2017;31/12/2017;0;158;1148;4;27672;13;0
978599;31/12/2017;10/01/2018;10;132;1102;4;30131;13;0
978600;31/12/2017;31/12/2017;0;9;1363;4;27867;13;0
978601;31/12/2017;31/12/2017;0;181;651;4;29720;13;0
978602;31/12/2017;31/12/2017;0;42;967;4;4855;13;0
978603;31/12/2017;01/01/2018;1;139;1415;4;15665;13;0
978604;31/12/2017;03/01/2018;3;48;203;4;35133;13;0
978605;31/12/2017;31/12/2017;0;18;181;4;25431;13;0
978606;31/12/2017;04/01/2018;4;187;390;4;25937;13;0
978607;31/12/2017;03/01/2018;3;15;1521;4;29654;13;0
978608;31/12/2017;31/12/2017;0;170;603;4;17405;13;0
978609;31/12/2017;06/01/2018;6;79;343;4;30491;13;0
978610;31/12/2017;01/01/2018;1;52;720;4;18959;13;0
978611;31/12/2017;31/12/2017;0;187;1528;4;15674;13;0
978612;31/12/2017;31/12/2017;0;10;280;4;12639;13;0
978613;31/12/2017;31/12/2017;0;75;1559;4;37070;13;0
978614;31/12/2017;31/12/2017;0;151;1023;4;14765;13;0
978615;31/12/2017;31/12/2017;0;99;1088;4;4553;13;0
978616;31/12/2017;05/01/2018;5;87;599;4;15742;13;0
978617;31/12/2017;31/12/2017;0;81;1137;4;10541;13;0
978618;31/12/2017;31/12/2017;0;47;727;4;10072;13;0
978619;31/12/2017;02/01/2018;2;151;260;4;19005;13;0
978620;31/12/2017;31/12/2017;0;48;1224;4;19896;13;0
978621;31/12/2017;31/12/2017;0;95;1386;4;29343;13;0
978622;31/12/2017;31/12/2017;0;131;1553;4;13569;13;0
978623;31/12/2017;02/01/2018;2;175;590;4;19494;13;0
978624;31/12/2017;02/01/2018;2;63;565;4;25071;13;0
978625;31/12/2017;31/12/2017;0;171;1177;4;13482;13;0
978626;31/12/2017;01/01/2018;1;161;1357;4;20582;13;0
978627;31/12/2017;31/12/2017;0;283;238;4;33393;13;0
978628;31/12/2017;01/01/2018;1;150;1036;4;37817;13;0
978629;31/12/2017;31/12/2017;0;78;1429;4;18661;13;0
978630;31/12/2017;31/12/2017;0;58;718;4;28697;13;0
978631;31/12/2017;31/12/2017;0;148;1150;4;4656;13;0
978632;31/12/2017;31/12/2017;0;165;124;4;26121;13;0
978633;31/12/2017;31/12/2017;0;108;1534;4;12027;13;0
978634;31/12/2017;31/12/2017;0;121;1041;4;22875;13;0
978635;31/12/2017;31/12/2017;0;15;967;4;29626;13;0
978636;31/12/2017;02/01/2018;2;95;1182;4;11034;13;0
978637;31/12/2017;31/12/2017;0;97;40;4;19737;13;0
978638;31/12/2017;03/01/2018;3;42;540;4;11982;13;0
978639;31/12/2017;04/01/2018;4;93;722;4;12724;13;0
978640;31/12/2017;01/01/2018;1;93;616;4;36267;13;0
978641;31/12/2017;04/01/2018;4;26;1229;4;25171;13;0
978642;31/12/2017;31/12/2017;0;194;1503;4;22091;13;0
978643;31/12/2017;01/01/2018;1;61;1552;4;6877;13;0
978644;31/12/2017;31/12/2017;0;95;1422;4;30738;13;0
978645;31/12/2017;31/12/2017;0;168;317;4;6461;13;0
978646;31/12/2017;31/12/2017;0;185;655;4;29814;13;0
978647;31/12/2017;03/01/2018;3;3;1218;4;15938;13;0
978648;31/12/2017;04/01/2018;4;180;1456;4;17231;13;0
978649;31/12/2017;31/12/2017;0;165;1443;4;23511;13;0
978650;31/12/2017;03/01/2018;3;36;269;4;29070;13;0
978651;31/12/2017;31/12/2017;0;30;1180;4;29569;13;0
978652;31/12/2017;31/12/2017;0;155;268;4;7008;13;0
978653;31/12/2017;06/01/2018;6;153;528;4;27150;13;0
978654;31/12/2017;31/12/2017;0;33;716;4;22176;13;0
978655;31/12/2017;31/12/2017;0;2;1108;4;7184;13;0
978656;31/12/2017;31/12/2017;0;42;34;4;29323;13;0
978657;31/12/2017;31/12/2017;0;103;1372;4;33909;13;0
978658;31/12/2017;08/01/2018;8;48;953;4;21223;13;0
978659;31/12/2017;31/12/2017;0;101;309;4;26031;13;0
978660;31/12/2017;02/01/2018;2;181;1021;4;16083;13;0
978661;31/12/2017;07/01/2018;7;77;1300;4;28231;13;0
978662;31/12/2017;08/01/2018;8;176;1614;4;15918;13;0
978663;31/12/2017;01/01/2018;1;44;953;4;17220;13;0
978664;31/12/2017;01/01/2018;1;173;753;4;4302;13;0
978665;31/12/2017;07/01/2018;7;139;756;4;25269;13;0
978666;31/12/2017;31/12/2017;0;45;579;4;27111;13;0
978667;31/12/2017;31/12/2017;0;95;1641;4;5289;13;0
978668;31/12/2017;04/01/2018;4;77;1421;4;14853;13;0
978669;31/12/2017;03/01/2018;3;256;733;5;23425;13;0
978670;31/12/2017;06/01/2018;6;269;1150;5;34395;13;0
978671;31/12/2017;31/12/2017;0;256;1631;5;9913;13;0
978672;31/12/2017;31/12/2017;0;267;968;5;28397;13;0
978673;31/12/2017;02/01/2018;2;270;1199;5;15556;13;0
978674;31/12/2017;08/01/2018;8;277;1107;5;31849;13;0
978675;31/12/2017;08/01/2018;8;293;1199;5;26967;13;0
978676;31/12/2017;31/12/2017;0;295;1364;5;9330;13;0
978677;31/12/2017;01/01/2018;1;299;1193;5;34047;13;0
978678;31/12/2017;03/01/2018;3;252;375;5;12385;13;0
978679;31/12/2017;01/01/2018;1;260;555;5;13500;13;0
978680;31/12/2017;31/12/2017;0;294;282;5;15897;13;0
978681;31/12/2017;01/01/2018;1;252;698;5;22922;13;0
978682;31/12/2017;31/12/2017;0;265;256;5;14671;13;0
978683;31/12/2017;01/01/2018;1;257;1429;5;22407;13;0
978684;31/12/2017;31/12/2017;0;260;1651;5;27972;13;0
978685;31/12/2017;31/12/2017;0;272;1435;5;26588;13;0
978686;31/12/2017;07/01/2018;7;251;375;5;32519;13;0
978687;31/12/2017;31/12/2017;0;256;1380;5;4666;13;0
978688;31/12/2017;31/12/2017;0;257;788;5;25358;13;0
978689;31/12/2017;31/12/2017;0;299;274;5;5047;13;0
978690;31/12/2017;31/12/2017;0;302;539;5;17317;13;0
978691;31/12/2017;31/12/2017;0;300;390;5;7305;13;0
978692;31/12/2017;31/12/2017;0;277;1547;5;2421;13;0
978693;31/12/2017;31/12/2017;0;299;590;5;8997;13;0
978694;31/12/2017;04/01/2018;4;294;1467;5;19430;13;0
978695;31/12/2017;02/01/2018;2;269;664;5;26064;13;0
978696;31/12/2017;31/12/2017;0;298;404;5;24029;13;0
978697;31/12/2017;31/12/2017;0;276;1612;5;14803;13;0
978698;31/12/2017;31/12/2017;0;298;1427;5;16791;13;0
978699;31/12/2017;01/01/2018;1;302;692;5;13477;13;0
978700;31/12/2017;04/01/2018;4;281;1138;5;32900;13;0
978701;31/12/2017;01/01/2018;1;272;1498;5;23423;13;0
978702;31/12/2017;31/12/2017;0;302;1323;5;19860;13;0
978703;31/12/2017;07/01/2018;7;265;1646;5;17879;13;0
978704;31/12/2017;02/01/2018;2;275;1084;5;22262;13;0
978705;31/12/2017;01/01/2018;1;300;233;5;30099;13;0
978706;31/12/2017;01/01/2018;1;257;985;5;8207;13;0
978707;31/12/2017;31/12/2017;0;260;39;5;29620;13;0
978708;31/12/2017;01/01/2018;1;297;1358;10;21146;13;0
978709;31/12/2017;31/12/2017;0;297;306;10;33455;13;0
978710;31/12/2017;04/01/2018;4;307;1659;5;14458;13;0
978711;31/12/2017;31/12/2017;0;307;1646;5;8719;13;0
978712;31/12/2017;06/01/2018;6;307;1426;5;8534;13;0
978713;31/12/2017;09/01/2018;9;307;1033;5;27047;13;0
978714;31/12/2017;31/12/2017;0;307;340;5;3586;13;0
978715;31/12/2017;31/12/2017;0;307;729;5;25295;13;0
978716;31/12/2017;01/01/2018;1;307;1322;5;12254;13;0
978717;31/12/2017;02/01/2018;2;307;1055;5;8694;13;0
978718;31/12/2017;31/12/2017;0;307;218;5;31928;13;0
978719;31/12/2017;31/12/2017;0;307;408;5;2773;13;0
978720;31/12/2017;31/12/2017;0;307;1194;5;28179;13;0
978721;31/12/2017;31/12/2017;0;307;668;5;15019;13;0
978722;31/12/2017;10/01/2018;10;307;535;5;14414;13;0
978723;31/12/2017;05/01/2018;5;307;556;5;29381;13;0
978724;31/12/2017;31/12/2017;0;307;710;5;18762;13;0
978725;31/12/2017;03/01/2018;3;307;854;5;14577;13;0
978726;31/12/2017;02/01/2018;2;307;1321;5;33523;13;0
978727;31/12/2017;31/12/2017;0;307;793;5;8376;13;0
978728;31/12/2017;09/01/2018;9;307;1422;5;6758;13;0
978729;31/12/2017;02/01/2018;2;310;396;5;27809;13;0
978730;31/12/2017;31/12/2017;0;310;1625;5;31372;13;0
978731;31/12/2017;01/01/2018;1;310;1182;5;7265;13;0
978732;31/12/2017;31/12/2017;0;310;1489;5;7240;13;0
978733;31/12/2017;31/12/2017;0;310;1045;5;17402;13;0
978734;31/12/2017;31/12/2017;0;310;1611;5;17403;13;0
978735;31/12/2017;31/12/2017;0;310;616;5;9507;13;0
978736;31/12/2017;31/12/2017;0;310;1036;5;19436;13;0
978737;31/12/2017;03/01/2018;3;310;1524;5;34493;13;0
978738;31/12/2017;09/01/2018;9;310;1473;5;23323;13;0
978739;31/12/2017;04/01/2018;4;310;1593;5;23279;13;0
978740;31/12/2017;01/01/2018;1;310;662;5;23515;13;0
978741;31/12/2017;05/01/2018;5;310;1558;5;31531;13;0
978742;31/12/2017;03/01/2018;3;310;1532;5;17952;13;0
978743;31/12/2017;02/01/2018;2;310;1580;5;20400;13;0
978744;31/12/2017;31/12/2017;0;310;721;5;19023;13;0
978745;31/12/2017;02/01/2018;2;310;1047;5;14779;13;0
978746;31/12/2017;04/01/2018;4;199;1044;4;34773;13;0
978747;31/12/2017;06/01/2018;6;199;1347;4;31150;13;0
978748;31/12/2017;01/01/2018;1;199;1561;4;31870;13;0
978749;31/12/2017;31/12/2017;0;199;1104;4;28480;13;0
978750;31/12/2017;01/01/2018;1;199;1203;4;28135;13;0
978751;31/12/2017;03/01/2018;3;199;1355;4;30331;13;0
978752;31/12/2017;07/01/2018;7;199;1346;4;2416;13;0
978753;31/12/2017;31/12/2017;0;199;1359;4;9844;13;0
978754;31/12/2017;31/12/2017;0;199;1328;4;37537;13;0
978755;31/12/2017;05/01/2018;5;199;1195;4;33640;13;0
978756;31/12/2017;31/12/2017;0;199;566;4;7681;13;0
978757;31/12/2017;31/12/2017;0;200;1133;4;10236;13;0
978758;31/12/2017;31/12/2017;0;200;399;4;30918;13;0
978759;31/12/2017;31/12/2017;0;200;280;4;8652;13;0
978760;31/12/2017;01/01/2018;1;200;981;4;36041;13;0
978761;31/12/2017;01/01/2018;1;200;710;4;17553;13;0
978762;31/12/2017;31/12/2017;0;200;587;4;27341;13;0
978763;31/12/2017;31/12/2017;0;200;1326;4;16106;13;0
978764;31/12/2017;06/01/2018;6;200;810;4;19145;13;0
978765;31/12/2017;04/01/2018;4;200;1013;4;27118;13;0
978766;31/12/2017;02/01/2018;2;200;1593;4;8385;13;0
978767;31/12/2017;31/12/2017;0;200;1183;4;20935;13;0
978768;31/12/2017;09/01/2018;9;200;1517;4;21356;13;0
978769;31/12/2017;31/12/2017;0;200;577;4;7395;13;0
978770;31/12/2017;01/01/2018;1;200;1493;4;31398;13;0
978771;31/12/2017;31/12/2017;0;200;1022;4;27822;13;0
978772;31/12/2017;31/12/2017;0;308;364;4;13201;13;0
978773;31/12/2017;31/12/2017;0;308;340;4;20190;13;0
978774;31/12/2017;02/01/2018;2;308;1659;4;20650;13;0
978775;31/12/2017;03/01/2018;3;308;285;4;11505;13;0
978776;31/12/2017;31/12/2017;0;308;854;4;21082;13;0
978777;31/12/2017;05/01/2018;5;308;170;4;9039;13;0
978778;31/12/2017;09/01/2018;9;308;317;4;7121;13;0
978779;31/12/2017;31/12/2017;0;308;815;4;34097;13;0
978780;31/12/2017;05/01/2018;5;308;387;4;8350;13;0
978781;31/12/2017;31/12/2017;0;308;1219;4;26862;13;0
978782;31/12/2017;06/01/2018;6;308;1460;4;19741;13;0
978783;31/12/2017;05/01/2018;5;308;271;4;28763;13;0
978784;31/12/2017;31/12/2017;0;308;356;4;8563;13;0
978785;31/12/2017;02/01/2018;2;308;1025;4;18567;13;0
978786;31/12/2017;04/01/2018;4;308;408;4;15812;13;0
978787;31/12/2017;31/12/2017;0;308;368;4;22492;13;0
978788;31/12/2017;06/01/2018;6;297;1030;10;22366;6;0
978789;31/12/2017;31/12/2017;0;301;1244;5;23689;6;0
978790;31/12/2017;01/01/2018;1;277;509;5;10987;6;0
978791;31/12/2017;02/01/2018;2;265;989;5;8571;6;0
978792;31/12/2017;04/01/2018;4;299;989;5;13677;6;0
978793;31/12/2017;31/12/2017;0;277;316;5;5994;6;0
978794;31/12/2017;01/01/2018;1;269;495;5;16495;6;0
978795;31/12/2017;03/01/2018;3;270;229;5;25684;6;0
978796;31/12/2017;31/12/2017;0;257;1286;5;26430;6;0
978797;31/12/2017;03/01/2018;3;277;514;5;25421;6;0
978798;31/12/2017;02/01/2018;2;296;1470;5;29431;6;0
978799;31/12/2017;31/12/2017;0;278;1;5;10822;6;0
978800;31/12/2017;04/01/2018;4;256;1510;5;21224;6;0
978801;31/12/2017;31/12/2017;0;299;870;5;26294;6;0
978802;31/12/2017;01/01/2018;1;259;1016;5;17939;6;0
978803;31/12/2017;31/12/2017;0;292;919;5;38253;6;0
978804;31/12/2017;31/12/2017;0;268;620;5;30998;6;0
978805;31/12/2017;08/01/2018;8;272;484;5;30018;6;0
978806;31/12/2017;31/12/2017;0;281;1249;5;11427;6;0
978807;31/12/2017;07/01/2018;7;278;873;5;31027;6;0
978808;31/12/2017;31/12/2017;0;307;596;5;11148;6;0
978809;31/12/2017;31/12/2017;0;307;117;5;10992;6;0
978810;31/12/2017;03/01/2018;3;307;212;5;10957;6;0
978811;31/12/2017;06/01/2018;6;307;297;5;18049;6;0
978812;31/12/2017;31/12/2017;0;307;899;5;17623;6;0
978813;31/12/2017;01/01/2018;1;307;585;5;14766;6;0
978814;31/12/2017;31/12/2017;0;310;1648;5;12863;6;0
978815;31/12/2017;03/01/2018;3;310;573;5;17198;6;0
978816;31/12/2017;04/01/2018;4;310;1028;5;16002;6;0
978817;31/12/2017;02/01/2018;2;310;631;5;17009;6;0
978818;31/12/2017;31/12/2017;0;310;66;5;28885;6;0
978819;31/12/2017;31/12/2017;0;47;972;4;12565;6;0
978820;31/12/2017;04/01/2018;4;170;1000;4;23934;6;0
978821;31/12/2017;01/01/2018;1;141;648;4;11416;6;0
978822;31/12/2017;31/12/2017;0;118;1188;4;28968;6;0
978823;31/12/2017;31/12/2017;0;152;706;4;21483;6;0
978824;31/12/2017;31/12/2017;0;158;197;4;20906;6;0
978825;31/12/2017;31/12/2017;0;8;988;4;35338;6;0
978826;31/12/2017;31/12/2017;0;95;702;4;31752;6;0
978827;31/12/2017;04/01/2018;4;39;266;4;37158;6;0
978828;31/12/2017;04/01/2018;4;182;501;4;26146;6;0
978829;31/12/2017;10/01/2018;10;82;802;4;23858;6;0
978830;31/12/2017;31/12/2017;0;148;895;4;27671;6;0
978831;31/12/2017;31/12/2017;0;45;943;4;30263;6;0
978832;31/12/2017;04/01/2018;4;28;367;4;18464;6;0
978833;31/12/2017;31/12/2017;0;138;5;4;35046;6;0
978834;31/12/2017;31/12/2017;0;8;649;4;8265;6;0
978835;31/12/2017;01/01/2018;1;48;367;4;28579;6;0
978836;31/12/2017;05/01/2018;5;123;1143;4;23162;6;0
978837;31/12/2017;31/12/2017;0;95;1608;4;11860;6;0
978838;31/12/2017;31/12/2017;0;131;1289;4;9798;6;0
978839;31/12/2017;31/12/2017;0;98;1311;4;11995;6;0
978840;31/12/2017;09/01/2018;9;2;922;4;15373;6;0
978841;31/12/2017;05/01/2018;5;125;820;4;34715;6;0
978842;31/12/2017;31/12/2017;0;47;178;4;15746;6;0
978843;31/12/2017;31/12/2017;0;152;794;4;28311;6;0
978844;31/12/2017;31/12/2017;0;24;708;4;16368;6;0
978845;31/12/2017;10/01/2018;10;98;1066;4;35670;6;0
978846;31/12/2017;31/12/2017;0;191;472;4;18251;6;0
978847;31/12/2017;06/01/2018;6;8;367;4;25256;6;0
978848;31/12/2017;31/12/2017;0;45;1135;4;24763;6;0
978849;31/12/2017;05/01/2018;5;34;751;4;10795;6;0
978850;31/12/2017;31/12/2017;0;61;907;4;9522;6;0
978851;31/12/2017;06/01/2018;6;170;266;4;23616;6;0
978852;31/12/2017;31/12/2017;0;15;873;4;33926;6;0
978853;31/12/2017;01/01/2018;1;173;550;4;16853;6;0
978854;31/12/2017;31/12/2017;0;168;184;4;6020;6;0
978855;31/12/2017;03/01/2018;3;113;512;4;24242;6;0
978856;31/12/2017;31/12/2017;0;75;484;4;16847;6;0
978857;31/12/2017;31/12/2017;0;174;848;4;11540;6;0
978858;31/12/2017;01/01/2018;1;194;871;4;29232;6;0
978859;31/12/2017;31/12/2017;0;52;469;4;28386;6;0
978860;31/12/2017;31/12/2017;0;148;117;4;13136;6;0
978861;31/12/2017;05/01/2018;5;180;125;4;19311;6;0
978862;31/12/2017;06/01/2018;6;93;1167;4;33815;6;0
978863;31/12/2017;04/01/2018;4;173;2;4;22231;6;0
978864;31/12/2017;03/01/2018;3;63;1629;4;28449;6;0
978865;31/12/2017;07/01/2018;7;42;13;4;18731;6;0
978866;31/12/2017;06/01/2018;6;45;379;4;23935;6;0
978867;31/12/2017;31/12/2017;0;171;1082;4;17448;6;0
978868;31/12/2017;03/01/2018;3;163;1074;4;15872;6;0
978869;31/12/2017;31/12/2017;0;112;1082;4;24738;6;0
978870;31/12/2017;31/12/2017;0;164;561;4;22862;6;0
978871;31/12/2017;03/01/2018;3;52;1317;4;25261;6;0
978872;31/12/2017;31/12/2017;0;138;1078;4;10005;6;0
978873;31/12/2017;06/01/2018;6;59;621;4;2423;6;0
978874;31/12/2017;31/12/2017;0;192;131;4;11047;6;0
978875;31/12/2017;31/12/2017;0;98;842;4;17144;6;0
978876;31/12/2017;10/01/2018;10;107;921;4;20254;6;0
978877;31/12/2017;06/01/2018;6;53;1054;4;24736;6;0
978878;31/12/2017;31/12/2017;0;187;824;4;27334;6;0
978879;31/12/2017;09/01/2018;9;158;747;4;2812;6;0
978880;31/12/2017;31/12/2017;0;71;946;4;13284;6;0
978881;31/12/2017;07/01/2018;7;118;1373;4;20100;6;0
978882;31/12/2017;31/12/2017;0;121;898;4;11346;6;0
978883;31/12/2017;31/12/2017;0;26;752;4;20099;6;0
978884;31/12/2017;05/01/2018;5;160;1143;4;13281;6;0
978885;31/12/2017;01/01/2018;1;23;1648;4;29960;6;0
978886;31/12/2017;03/01/2018;3;164;1270;4;27227;6;0
978887;31/12/2017;31/12/2017;0;197;249;4;14156;6;0
978888;31/12/2017;31/12/2017;0;135;1086;4;14457;6;0
978889;31/12/2017;04/01/2018;4;29;481;4;27779;6;0
978890;31/12/2017;31/12/2017;0;124;177;4;28224;6;0
978891;31/12/2017;31/12/2017;0;30;526;4;10808;6;0
978892;31/12/2017;06/01/2018;6;139;1490;4;11473;6;0
978893;31/12/2017;06/01/2018;6;26;75;4;33074;6;0
978894;31/12/2017;31/12/2017;0;153;6;4;23216;6;0
978895;31/12/2017;06/01/2018;6;13;69;4;28284;6;0
978896;31/12/2017;05/01/2018;5;33;1236;4;27335;6;0
978897;31/12/2017;07/01/2018;7;135;212;4;2863;6;0
978898;31/12/2017;08/01/2018;8;2;843;4;7440;6;0
978899;31/12/2017;04/01/2018;4;289;707;4;3247;6;0
978900;31/12/2017;31/12/2017;0;147;6;4;14035;6;0
978901;31/12/2017;31/12/2017;0;160;229;4;11976;6;0
978902;31/12/2017;31/12/2017;0;6;79;4;31180;6;0
978903;31/12/2017;05/01/2018;5;168;748;4;7671;6;0
978904;31/12/2017;31/12/2017;0;135;129;4;35374;6;0
978905;31/12/2017;05/01/2018;5;10;329;4;13344;6;0
978906;31/12/2017;06/01/2018;6;45;500;4;37882;6;0
978907;31/12/2017;04/01/2018;4;139;812;4;11128;6;0
978908;31/12/2017;09/01/2018;9;21;296;4;28094;6;0
978909;31/12/2017;02/01/2018;2;127;694;4;24372;6;0
978910;31/12/2017;04/01/2018;4;41;1251;4;32585;6;0
978911;31/12/2017;06/01/2018;6;140;1457;4;20024;6;0
978912;31/12/2017;04/01/2018;4;287;772;4;12640;6;0
978913;31/12/2017;03/01/2018;3;197;679;4;11475;6;0
978914;31/12/2017;03/01/2018;3;138;872;4;26632;6;0
978915;31/12/2017;31/12/2017;0;158;880;4;1962;6;0
978916;31/12/2017;02/01/2018;2;42;598;4;5600;6;0
978917;31/12/2017;01/01/2018;1;67;66;4;12633;6;0
978918;31/12/2017;31/12/2017;0;34;94;4;31582;6;0
978919;31/12/2017;31/12/2017;0;162;747;4;6936;6;0
978920;31/12/2017;02/01/2018;2;33;848;4;19392;6;0
978921;31/12/2017;04/01/2018;4;77;1214;4;19168;6;0
978922;31/12/2017;31/12/2017;0;158;767;4;9542;6;0
978923;31/12/2017;31/12/2017;0;78;483;4;23468;6;0
978924;31/12/2017;03/01/2018;3;100;527;4;11424;6;0
978925;31/12/2017;01/01/2018;1;287;485;4;19041;6;0
978926;31/12/2017;31/12/2017;0;152;171;4;32885;6;0
978927;31/12/2017;02/01/2018;2;88;184;4;29964;6;0
978928;31/12/2017;03/01/2018;3;171;1500;4;10038;6;0
978929;31/12/2017;04/01/2018;4;23;512;4;10130;6;0
978930;31/12/2017;31/12/2017;0;67;1000;4;22345;6;0
978931;31/12/2017;31/12/2017;0;131;184;4;3748;6;0
978932;31/12/2017;31/12/2017;0;127;1465;4;28573;6;0
978933;31/12/2017;31/12/2017;0;187;315;4;9271;6;0
978934;31/12/2017;05/01/2018;5;181;12;4;10210;6;0
978935;31/12/2017;31/12/2017;0;67;1;4;14968;6;0
978936;31/12/2017;04/01/2018;4;175;988;4;34413;6;0
978937;31/12/2017;02/01/2018;2;98;516;4;23141;6;0
978938;31/12/2017;01/01/2018;1;180;177;4;16473;6;0
978939;31/12/2017;31/12/2017;0;58;572;4;20912;6;0
978940;31/12/2017;01/01/2018;1;141;844;4;10833;6;0
978941;31/12/2017;04/01/2018;4;9;1246;4;38463;6;0
978942;31/12/2017;08/01/2018;8;168;1143;4;19162;6;0
978943;31/12/2017;06/01/2018;6;160;679;4;15970;6;0
978944;31/12/2017;31/12/2017;0;123;1424;4;22386;6;0
978945;31/12/2017;01/01/2018;1;283;1576;4;25198;6;0
978946;31/12/2017;31/12/2017;0;81;1190;4;14570;6;0
978947;31/12/2017;05/01/2018;5;29;831;4;30907;6;0
978948;31/12/2017;31/12/2017;0;152;743;4;14942;6;0
978949;31/12/2017;05/01/2018;5;161;572;4;29828;6;0
978950;31/12/2017;04/01/2018;4;43;1106;4;29807;6;0
978951;31/12/2017;31/12/2017;0;87;754;4;31236;6;0
978952;31/12/2017;06/01/2018;6;132;1261;4;17446;6;0
978953;31/12/2017;03/01/2018;3;52;1255;4;30409;6;0
978954;31/12/2017;01/01/2018;1;19;1441;4;20163;6;0
978955;31/12/2017;07/01/2018;7;200;9;4;27284;6;0
978956;31/12/2017;31/12/2017;0;200;1424;4;15388;6;0
978957;31/12/2017;02/01/2018;2;200;1406;4;4429;6;0
978958;31/12/2017;10/01/2018;10;200;471;4;24370;6;0
978959;31/12/2017;07/01/2018;7;200;226;4;27008;6;0
978960;31/12/2017;02/01/2018;2;200;1653;4;21042;6;0
978961;31/12/2017;31/12/2017;0;200;1613;4;29974;6;0
978962;31/12/2017;31/12/2017;0;200;197;4;1672;6;0
978963;31/12/2017;05/01/2018;5;199;573;4;21423;6;0
978964;31/12/2017;01/01/2018;1;199;1000;4;22668;6;0
978965;31/12/2017;31/12/2017;0;199;907;4;14949;6;0
978966;31/12/2017;01/01/2018;1;199;1266;4;31705;6;0
978967;31/12/2017;04/01/2018;4;199;787;4;34376;6;0
978968;31/12/2017;31/12/2017;0;199;1014;4;11186;6;0
978969;31/12/2017;02/01/2018;2;308;379;4;20220;6;0
978970;31/12/2017;31/12/2017;0;308;1249;4;17525;6;0
978971;31/12/2017;01/01/2018;1;308;1253;4;25244;6;0
978972;31/12/2017;31/12/2017;0;308;906;4;11392;6;0
978973;31/12/2017;01/01/2018;1;308;486;4;12516;6;0
978974;31/12/2017;31/12/2017;0;306;564;10;28777;8;0
978975;31/12/2017;01/01/2018;1;306;842;10;5658;8;0
978976;31/12/2017;01/01/2018;1;306;632;10;8309;8;0
978977;31/12/2017;04/01/2018;4;306;267;10;31799;8;0
978978;31/12/2017;05/01/2018;5;306;388;10;10939;8;0
978979;31/12/2017;31/12/2017;0;306;340;10;34944;8;0
978980;31/12/2017;04/01/2018;4;306;293;10;7763;8;0
